1;0;0.000833
57074;47977;8.710501
57320;48259;17.225500
58096;48907;25.693001
58464;49359;34.177666
56591;47465;42.612503
56346;47364;51.028500
56835;47715;59.409668
56692;47852;67.803665
57353;48302;76.140999
56455;47555;84.553001
57996;48512;93.128830
57044;47711;101.827667
57071;48036;110.241173
57529;48617;118.723999
56854;47744;127.144005
57563;48475;135.494003
57761;48742;143.944992
56076;46944;152.421173
56385;47521;160.738342
57931;48443;169.288010
1;0;169.288666
56492;47558;177.707993
56565;47306;186.354156
55849;46910;195.426834
56239;47119;204.018845
57466;48255;212.627167
56822;47863;221.153992
58696;49466;229.835678
57039;48218;238.329987
56979;47802;246.830338
58259;48608;255.652328
1;0;255.654495
55410;46511;264.107147
56771;47731;272.707672
1;0;272.708649
56451;47401;281.269989
56653;47756;289.791992
56086;47182;298.383850
56489;47565;306.961334
56400;47286;315.595673
58160;48596;324.342682
56777;47812;332.894348
56973;48008;341.560333
1;0;341.561340
57466;48199;350.231018
56104;47357;358.696991
56387;47367;367.366180
57577;48165;376.101013
58620;49083;390.440979
56751;47512;398.959351
56612;47710;407.345154
57913;48787;415.821838
57500;48214;424.296356
56375;47417;432.693665
57805;48514;441.213165
56343;47239;453.205688
56638;47473;461.732025
56731;47671;470.332001
56543;47560;478.804810
55686;46835;487.201172
57701;48378;495.740814
56658;47617;504.165985
56876;48017;512.709839
56864;47759;521.248474
57409;48026;8.644166
57819;48302;17.347334
59295;49477;26.244333
56349;47392;34.766167
58701;49407;43.487499
58841;48916;52.349499
59365;48805;61.399502
58787;48584;70.336502
57126;47551;78.925499
58919;48912;87.796669
57995;48338;96.595001
56902;47732;105.136169
58221;48669;113.875336
57504;48517;122.394669
57138;48081;130.927338
56117;46952;139.543655
57830;48793;148.242844
58786;49390;157.003006
58675;49114;165.743332
58517;48856;174.640503
57718;48653;183.533676
58452;49079;192.273666
58099;48821;200.922333
57910;48460;209.598495
58220;48952;218.300674
1;0;218.301666
1;0;218.302673
57592;48376;226.866013
58482;48892;235.509155
58964;49290;244.292831
58397;48547;253.251495
56648;47605;8.569000
57754;48439;17.121834
58860;48567;25.877666
58524;48760;34.533333
60727;50617;43.273666
58931;49230;52.132168
56485;47464;60.580669
59228;49730;69.091667
58107;48455;77.752167
57631;48060;86.279167
59077;49259;94.895004
1;0;94.895828
58427;48860;8.498833
57196;47735;16.967167
56250;47051;25.254168
59031;49289;33.827499
57736;48425;42.274998
58242;48721;50.749500
58803;49061;59.257999
59480;50121;8.502666
57222;47754;16.942501
57159;48281;25.198668
57916;48432;33.738167
57793;48494;42.358334
1;0;42.359169
56571;47377;50.831669
57161;48058;59.200165
57986;48493;67.885666
58144;48459;76.561333
56991;47595;85.065163
1;0;85.066162
56471;47288;93.448502
1;0;93.450005
57187;48114;102.052498
57097;47741;110.614334
58374;48604;119.149834
59607;49775;127.895996
58272;49155;136.367996
58970;49014;145.090485
1;0;145.092163
56820;47781;153.576172
59235;49129;162.365341
57508;48338;170.857330
57536;48126;179.450668
58787;49014;188.161499
56915;47782;196.657333
57594;48302;205.211334
57256;47875;213.790833
58315;48857;222.439163
1;0;222.440674
57460;48205;236.086334
57080;47805;8.548833
56912;47872;17.016832
58705;49374;25.658001
57585;48438;34.118832
1;0;34.119835
57074;47874;42.588333
57396;48238;51.112000
56092;47078;61.864498
57272;48203;70.384003
57873;48628;78.930672
1;0;78.931671
57420;48297;87.477333
58033;48852;96.109673
55734;46985;104.495003
56704;47800;112.937164
56112;47188;121.426331
57672;48557;129.852829
57164;47929;138.425491
58046;48829;147.126831
56078;46797;155.640656
57756;48372;164.173492
57439;47867;172.829163
57445;48528;181.290833
58617;49387;189.880508
57299;48158;198.451508
1;0;198.453156
56783;47644;206.982330
55371;46613;215.424164
56783;47690;8.547000
57732;48434;16.983000
58072;48587;25.469833
58527;48748;34.104500
56619;47545;42.517498
56342;47419;50.917168
1;0;50.918331
57742;48331;59.514000
56549;47469;67.985001
57849;48181;76.663170
57611;48436;85.191666
58710;48389;93.915329
57089;47823;102.469162
60844;50663;111.216507
60835;51350;119.819504
