nan;nan
0.450437;0.087038
0.450761;0.094047
0.457509;0.082637
0.459119;0.081313
0.449783;0.083743
0.454537;0.084415
0.453703;0.079293
0.449947;0.085866
0.458591;0.085490
0.455613;0.089263
0.462743;0.076186
0.454905;0.074958
0.462171;0.087238
0.449270;0.091413
0.460917;0.085871
0.449002;0.083058
0.459245;0.081077
0.449680;0.083686
0.452078;0.085831
0.463260;0.093813
nan;nan
0.449619;0.087550
0.460352;0.094476
0.451559;0.086668
0.457849;0.074759
0.462502;0.078321
0.452875;0.082574
0.461866;0.085315
0.454317;0.085717
0.460606;0.086239
0.463058;0.073712
nan;nan
0.451782;0.091353
0.456034;0.076240
nan;nan
0.458919;0.086929
0.451477;0.081574
0.449434;0.089683
0.452000;0.077151
0.449804;0.086528
0.469642;0.086529
0.451574;0.096125
0.449411;0.086205
nan;nan
0.456982;0.098327
0.452176;0.088135
0.449205;0.086299
0.458111;0.071909
0.468847;0.083975
0.464045;0.086675
0.447155;0.085834
0.457762;0.084687
0.454999;0.075844
0.453644;0.090046
0.455409;0.099430
0.458758;0.084987
0.458034;0.088179
0.450152;0.087933
0.450937;0.084196
0.451570;0.077743
0.455994;0.073788
0.452819;0.079448
0.459037;0.086450
0.457565;0.078488
0.446090;0.422779
0.436945;0.422204
0.436705;0.414424
0.442793;0.433301
0.435593;0.430442
0.439245;0.414745
0.433646;0.414937
0.429218;0.420422
0.412959;0.355702
0.438609;0.413812
0.437506;0.420809
0.449449;0.427161
0.432226;0.433146
0.447603;0.431103
0.446443;0.428842
0.448010;0.420799
0.450123;0.428702
0.437360;0.419742
0.410574;0.360884
0.435384;0.417683
0.449616;0.430137
0.454117;0.416869
0.447766;0.423219
0.405740;0.360299
0.450230;0.417335
nan;nan
nan;nan
0.449343;0.423372
0.448398;0.414835
0.405816;0.366651
0.436905;0.414437
0.252989;0.250582
0.246564;0.242961
0.243351;0.238284
0.217621;0.183938
0.282922;0.188546
0.252705;0.238034
0.249135;0.248090
0.282888;0.175371
0.259232;0.243651
0.244626;0.242451
0.255614;0.238427
nan;nan
0.392650;0.504105
0.393603;0.501872
0.399498;0.509997
0.358321;0.450761
0.394864;0.506442
0.387738;0.505913
0.384421;0.506274
0.155822;0.272449
0.145854;0.272316
0.155721;0.260333
0.160341;0.271022
0.151773;0.274773
nan;nan
0.151233;0.273327
0.163483;0.259601
0.157938;0.275459
0.156293;0.279997
0.164719;0.264811
nan;nan
0.151752;0.271013
nan;nan
0.151263;0.267966
0.166215;0.267554
0.195648;0.329953
0.169813;0.266612
0.153637;0.271368
0.197267;0.324757
nan;nan
0.160589;0.264382
0.162140;0.279308
0.150198;0.259988
0.156340;0.274388
0.187712;0.327122
0.157100;0.265250
0.190569;0.331437
0.157746;0.269735
0.163316;0.264068
nan;nan
0.157209;0.269560
0.204606;0.186343
0.199227;0.180296
0.196023;0.188812
0.189762;0.173167
nan;nan
0.204969;0.181506
0.206386;0.185621
0.192105;0.171433
0.212728;0.175927
0.209583;0.181880
nan;nan
0.200232;0.179466
0.200451;0.173849
0.199726;0.176067
0.201360;0.172951
0.199634;0.172547
0.188169;0.173002
0.202052;0.173931
0.212701;0.172475
0.208189;0.172778
0.190369;0.188810
0.191459;0.187112
0.204908;0.174258
0.210289;0.173950
0.200821;0.173085
nan;nan
0.191419;0.180272
0.198723;0.174226
0.051936;0.433840
0.041261;0.425772
0.033429;0.433842
0.027991;0.432341
0.041141;0.434903
0.049174;0.433564
nan;nan
0.037073;0.444390
0.048691;0.432133
0.035321;0.444489
0.046669;0.430234
0.026362;0.442913
0.036858;0.439393
0.023462;0.434461
0.037197;0.432737
