71373;59937;9.441667
72338;60092;18.658667
70278;58453;27.592665
71133;59222;36.562668
72492;59520;45.700001
70201;58626;54.475830
71462;59674;63.287167
70777;58836;72.175827
69613;58195;80.909332
69747;58308;89.666000
1;0;89.667007
72163;60337;98.532669
76572;63581;107.707832
69018;57357;116.824829
1;0;116.826004
69965;57982;125.633667
72094;60028;134.585342
70413;58291;143.441666
69442;57946;152.261490
70268;58942;161.075333
71654;59548;169.939514
69437;58059;178.655502
74262;61806;187.782669
72813;60257;196.863998
69189;57387;205.579010
71334;58818;214.631836
70567;58886;223.558670
70083;58704;232.345673
70094;58364;241.242157
70658;58375;250.165833
71474;59805;258.996185
74369;61969;268.021149
69336;57802;276.837677
70849;59041;285.700989
69506;57911;294.481812
69321;57390;303.133026
73817;61300;312.223511
68650;56945;320.929352
69433;58275;329.611511
70929;58623;338.538330
69710;58446;347.304016
71949;59868;356.232513
69821;58653;365.075317
70134;57951;381.667328
69808;58423;390.579498
69113;57440;399.498657
70238;58549;408.403320
70517;58982;417.326660
67514;56244;426.099854
72260;60372;435.103516
1;0;435.104492
70197;58971;443.995819
69601;58269;452.876831
69515;57975;464.382172
1;0;464.389496
71750;58568;9.177666
74417;61105;18.445333
71622;59270;27.582666
72464;60034;36.606499
71101;59159;45.601833
70737;58398;54.611664
71939;59932;63.584831
1;0;63.586502
71530;59745;72.488167
71325;59790;81.572495
70064;58451;90.458664
71770;59290;99.834000
1;0;99.835663
69822;58104;108.822662
73844;60457;118.082497
71154;58777;127.206329
69326;57701;135.999496
68727;57378;8.921500
69939;58505;17.769835
72779;61043;26.750668
70334;58755;35.598999
69455;58386;44.524834
68557;56982;53.357002
69524;58466;62.240833
70587;59257;71.146835
70743;59382;80.122337
1;0;80.123329
68136;56913;88.913170
68475;57276;97.807495
1;0;97.808838
1;0;97.809502
68770;57462;106.642830
68810;57412;115.570328
71064;59398;124.559166
1;0;124.560501
1;0;124.561996
69487;58210;133.397003
68668;57517;142.227493
72583;59730;22.958168
71012;59130;32.251167
74324;61679;41.452335
69278;57910;50.279835
70655;59224;59.191002
1;0;59.192001
70386;58994;68.138000
72718;60511;77.261330
71284;58929;86.249001
71316;58287;95.438339
1;0;95.439499
71488;59927;104.408165
71346;59326;113.455826
73119;60029;122.655670
72949;60714;131.816330
72274;59757;140.809494
1;0;140.810837
71515;59414;149.882828
1;0;149.883835
1;0;149.884827
70532;58396;158.989334
70152;58762;167.960510
71125;59296;176.854492
67317;55728;191.604996
1;0;191.617325
1;0;191.617996
1;0;191.618484
72015;60440;202.275177
70791;59272;211.276001
70315;58510;8.942500
70884;59268;17.857166
1;0;17.858999
70526;58888;26.807833
1;0;26.809168
70722;58909;35.755001
67304;55929;44.514500
1;0;44.515499
71475;58715;53.634335
72584;60470;62.692833
1;0;62.694164
72652;60126;71.779831
71399;59326;80.832001
