0.054012;0.420052
0.062630;0.425085
0.091170;0.366276
0.085511;0.359402
0.095905;0.361407
0.065025;0.424324
0.338062;0.066203
0.347313;0.076645
0.328999;0.078310
0.338637;0.063623
nan;nan
0.335517;0.066634
0.340123;0.064306
0.333524;0.069531
0.335971;0.073510
0.303289;0.020636
0.345143;0.080500
nan;nan
0.307643;0.012502
0.347826;0.076546
0.338949;0.078791
0.302993;0.018578
0.302933;0.019416
0.338912;0.075157
0.301149;0.013985
0.342584;0.077473
0.307966;0.021534
0.337361;0.088067
0.339321;0.067217
nan;nan
0.335610;0.064298
0.332940;0.068641
0.336915;0.074483
nan;nan
0.313406;0.006102
0.339816;0.063749
0.309195;0.012648
0.312668;0.014804
0.339429;0.065263
nan;nan
0.347543;0.078338
nan;nan
nan;nan
0.302445;0.019180
nan;nan
0.308939;0.013322
0.342030;0.070339
0.335354;0.073940
0.340571;0.076722
0.295986;0.019625
0.353390;0.073395
0.291236;0.021224
0.046350;0.434603
0.043402;0.426856
0.056862;0.424938
0.050122;0.428598
0.043580;0.426742
0.043977;0.425745
nan;nan
0.050166;0.429784
0.049384;0.433193
0.038634;0.441591
0.049915;0.432179
0.050014;0.435919
0.050450;0.431482
0.033252;0.415633
0.043060;0.428011
0.049748;0.434740
0.044117;0.439919
0.050301;0.428759
nan;nan
0.054196;0.426118
0.055383;0.431255
0.048412;0.425325
0.047665;0.422228
0.043890;0.433131
0.050867;0.427030
0.049705;0.427018
nan;nan
0.049867;0.432438
0.049909;0.432718
0.050258;0.433222
0.040651;0.423261
0.046105;0.438829
0.049567;0.432009
0.024704;0.431677
nan;nan
0.050243;0.433516
0.032897;0.436373
0.049895;0.426250
nan;nan
0.049332;0.432819
0.049791;0.433821
nan;nan
nan;nan
0.049153;0.428601
nan;nan
0.050166;0.432267
0.048648;0.440601
0.049571;0.427840
0.054333;0.427109
0.049910;0.438660
0.051397;0.433952
0.049975;0.427515
0.047171;0.439439
0.048899;0.433490
0.049995;0.434030
0.049568;0.431721
0.086114;0.181529
0.078035;0.175388
0.092573;0.175610
nan;nan
0.090010;0.188430
nan;nan
0.099759;0.179637
0.047397;0.245050
0.084182;0.171784
0.092890;0.182960
0.049628;0.240866
0.079003;0.174861
0.080331;0.172780
nan;nan
0.019468;0.186339
0.087256;0.186345
0.007363;0.179801
0.089134;0.188031
0.056964;0.239804
0.081605;0.180141
0.091682;0.173641
nan;nan
nan;nan
0.349745;0.429952
0.350274;0.425685
0.349312;0.433086
0.348513;0.442282
0.348805;0.433022
0.348280;0.430698
0.350196;0.425671
0.350035;0.430193
0.349403;0.426376
0.349387;0.432514
0.349673;0.433167
0.349919;0.434361
0.350061;0.428244
0.345518;0.435603
0.338230;0.432956
0.350057;0.432557
0.352627;0.439391
0.350005;0.430213
0.355652;0.429389
0.347906;0.434007
0.360634;0.443445
0.355575;0.445858
0.349785;0.427021
