1;20.917640
2;41.944958
3;75.721002
4;110.987810
5;127.468630
6;160.896541
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
14;494.134039
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
67;1997.238644
11;424.616065
11;424.616065
11;424.616065
11;424.616065
11;424.616065
11;424.616065
11;424.616065
11;424.616065
11;424.616065
11;424.616065
11;424.616065
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
38;1343.259219
39;1364.647998
40;1391.720615
41;1425.172038
42;1457.841141
44;1540.416768
44;1540.416768
45;1569.063181
47;1612.870317
47;1612.870317
48;1630.604823
49;1651.558461
50;1677.471652
52;1724.884616
52;1724.884616
53;1747.717021
55;1788.137460
55;1788.137460
56;1807.944511
9;284.775954
9;284.775954
9;284.775954
9;284.775954
9;284.775954
9;284.775954
9;284.775954
9;284.775954
9;284.775954
10;301.433899
11;333.691050
12;358.125116
13;390.971613
14;413.162115
15;435.102964
16;463.517463
17;487.231209
18;523.844058
19;547.089197
20;570.415418
21;600.855429
22;620.013538
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
33;1078.010455
